ID,COMMUNITY.AREA.NAME,BUILDING_SUBTYPE,TOTAL.KWH,THERMS.TOTAL.SQFT,KWH.MEAN.2010,THERM.MEAN.2010,THERMS.SQFT.MEAN.2010,Age_Group
4980,Clearing,Single Family,102797,16157,6424.81,777.56,1009.81,Middle2
4988,Clearing,Single Family,131109,15500,8194.31,941.31,968.75,Middle2
4997,Clearing,Single Family,105711,17670,7550.79,983.38,1104.38,Middle1
4998,Clearing,Single Family,119782,15715,9214,1085.08,1208.85,Middle1
5002,Clearing,Single Family,119069,16146,9159.15,1353.14,1153.29,Middle1
5005,Clearing,Single Family,157391,22441,7869.55,1075.35,1122.05,Middle1
5012,Clearing,Single Family,154626,21707,9664.13,1162.83,1205.94,Middle1
5015,Clearing,Single Family,132131,18192,8808.73,1088.8,1212.8,Middle2
5016,Clearing,Single Family,199245,21384,10486.58,1067.84,1125.47,Middle2
5017,Clearing,Single Family,139588,22160,8211.06,1210.72,1231.11,Middle2
5022,Clearing,Single Family,85521,13985,7126.75,1003.69,1075.77,Middle2
5025,Clearing,Single Family,122341,15803,10195.08,1070.23,1215.62,Middle2
5031,Clearing,Single Family,69226,9080,8653.25,1083,1135,Middle1
5036,Clearing,Single Family,121403,16982,8093.53,1223.13,1132.13,Middle1
5037,Clearing,Single Family,169871,24087,8493.55,1058.24,1147,Middle1
5039,Clearing,Single Family,151275,15509,12606.25,1199.58,1292.42,Middle1
5061,Clearing,Single Family,169105,21946,8900.26,1123,1097.3,Middle1
5065,Clearing,Single Family,119854,11342,8561,1073,1134.2,Middle1
5066,Clearing,Single Family,149170,16306,9944.67,1095.67,1087.07,Middle1
5086,Clearing,Single Family,89821,16659,6415.79,1146.13,1110.6,Middle2
5087,Clearing,Single Family,139713,15982,10747.15,1078.92,1229.38,Middle2
5088,Clearing,Single Family,83792,10351,9310.22,1062.89,1150.11,Middle2
5090,Clearing,Single Family,153724,16866,9607.75,1176.64,1204.71,Middle2
5091,Clearing,Single Family,116910,17902,8350.71,1109,1193.47,Middle1
5094,Clearing,Single Family,127762,19731,8517.47,900.17,1096.17,Middle2
5096,Clearing,Single Family,76946,12601,6995.09,894.58,1050.08,Middle2
5097,Clearing,Single Family,116210,18960,6835.88,1086.44,1053.33,Middle1
5100,Clearing,Single Family,173935,22365,9154.47,1154.2,1118.25,Middle1
5104,Clearing,Single Family,38253,4534,9563.25,897,1133.5,Middle2
5105,Clearing,Single Family,151846,23608,7592.3,1008.1,1180.4,Middle1
5106,Clearing,Single Family,146594,21282,7715.47,996,1120.11,Middle1
5108,Clearing,Single Family,27407,2256,13703.5,926.5,1128,Middle2
5109,Clearing,Single Family,61350,9162,10225,1006.43,1308.86,Middle2
5116,Clearing,Single Family,151006,16559,10067.07,1142.53,1103.93,Middle1
5118,Clearing,Single Family,114952,16588,8210.86,1013.2,1105.87,Middle2
5123,Clearing,Single Family,146313,21600,7700.68,1024.65,1080,Middle1
5126,Clearing,Single Family,174876,22862,8327.43,1079.76,1088.67,Middle1
5135,Clearing,Single Family,79063,11899,8784.78,1111.89,1322.11,Middle3
5146,Clearing,Single Family,74251,9265,9281.38,1370.22,1029.44,Middle2
5147,Clearing,Single Family,121792,16819,8119.47,1069,1121.27,Middle2
5152,Clearing,Single Family,43705,7248,7284.17,1057.29,1035.43,Middle2
5157,Clearing,Single Family,99352,20308,7642.46,1228.47,1194.59,Middle2
5158,Clearing,Single Family,148538,17959,9902.53,1088.56,1122.44,Middle2
5161,Clearing,Single Family,142426,19433,8378,1116.06,1143.12,Middle2
5162,Clearing,Single Family,119958,16044,7497.38,1349.47,1069.6,Middle2
5164,Clearing,Single Family,148328,19476,9270.5,1309.88,1145.65,Middle2
5166,Clearing,Single Family,137756,15135,9183.73,1086.85,1164.23,Middle2
5170,Douglas,Single Family,5070,2388,2535,1323,1194,Newer
5176,Douglas,Single Family,10584,2400,5292,1208,1200,Middle1
5187,Dunning,Single Family,130313,19066,7665.47,1380.94,1121.53,Middle3
5192,Dunning,Single Family,173445,21292,9635.83,1537.61,1182.89,Middle3
5197,Dunning,Single Family,136681,15367,9762.93,1304.31,1182.08,Middle3
5198,Dunning,Single Family,154392,21356,9081.88,1451.41,1256.24,Middle3
5200,Dunning,Single Family,167482,22340,9851.88,1260.56,1241.11,Middle3
5202,Dunning,Single Family,143494,19153,9566.27,1393.87,1276.87,Middle2
5212,Dunning,Single Family,108555,19757,6784.69,1369.69,1234.81,Middle2
5213,Dunning,Single Family,30810,3880,10270,1516,1293.33,Middle3
5218,Dunning,Single Family,75295,13106,7529.5,1190.36,1191.45,Middle2
5221,Dunning,Single Family,160604,19969,10037.75,1301.06,1248.06,Middle2
5222,Dunning,Single Family,126087,14683,10507.25,1379,1223.58,Middle2
5228,Dunning,Single Family,149138,19517,9321.13,1288.44,1219.81,Middle3
5234,Dunning,Single Family,126206,18945,7887.88,1319.94,1184.06,Middle2
5236,Dunning,Single Family,78689,14442,8743.22,1210.18,1312.91,Middle2
5239,Dunning,Single Family,187355,24781,9860.79,1429.35,1239.05,Middle3
5240,Dunning,Single Family,149791,19002,8811.24,1354.24,1117.76,Middle3
5241,Dunning,Single Family,187612,21961,9380.6,1100.3,1098.05,Middle3
5242,Dunning,Single Family,109061,16919,8389.31,1174.5,1208.5,Middle2
5243,Dunning,Single Family,182112,23423,9584.84,1303.68,1232.79,Middle2
5245,Dunning,Single Family,151659,23149,8921.12,1189.94,1286.06,Middle2
5246,Dunning,Single Family,140593,16801,8787.06,1249.87,1120.07,Middle2
5252,Dunning,Single Family,126552,15167,9734.77,1141.57,1083.36,Middle2
5262,Dunning,Single Family,134449,22707,7076.26,1090.53,1195.11,Middle2
5264,Dunning,Single Family,165467,22424,9192.61,1420.68,1180.21,Middle3
5265,Dunning,Single Family,113104,13323,11310.4,1385.82,1211.18,Middle2
5266,Dunning,Single Family,148006,18342,9250.38,1155,1146.38,Middle2
5270,Dunning,Single Family,111545,17699,8580.38,1118,1179.93,Middle1
5271,Dunning,Single Family,97835,15669,7525.77,1134.21,1119.21,Middle2
5275,Dunning,Single Family,128282,16582,9163,1326.93,1184.43,Middle2
5276,Dunning,Single Family,109917,15259,7327.8,1147.08,1173.77,Middle2
5282,Dunning,Single Family,122780,18562,8770,1190.93,1237.47,Middle2
5290,Dunning,Single Family,112861,15521,8061.5,1149.07,1108.64,Middle2
5291,Dunning,Single Family,169539,19626,11302.6,1245.27,1308.4,Middle2
5293,Dunning,Single Family,116719,18180,7781.27,1125,1212,Middle2
5294,Dunning,Single Family,119235,20776,7013.82,1314,1222.12,Middle2
5296,Dunning,Single Family,143952,17649,10282.29,1301.29,1260.64,Middle3
5297,Dunning,Single Family,175877,21203,10345.71,1378.11,1177.94,Middle2
5298,Dunning,Single Family,123905,16678,9531.15,1370.85,1282.92,Middle3
5299,Dunning,Single Family,151134,23279,8396.33,1264.11,1293.28,Middle2
5301,Dunning,Single Family,139627,17414,10740.54,1379.5,1243.86,Middle2
5305,Dunning,Single Family,104100,15305,8007.69,1172.79,1093.21,Middle2
5310,Dunning,Single Family,165573,23137,8278.65,1157.5,1156.85,Middle2
5311,Dunning,Single Family,126754,20356,7041.89,1065.67,1130.89,Middle2
5313,Dunning,Single Family,180963,24468,9524.37,1167.15,1223.4,Middle2
5316,Dunning,Single Family,187345,24373,10408.06,1324.21,1282.79,Middle2
5318,Dunning,Single Family,172187,18103,10761.69,1196.4,1206.87,Middle2
5320,Dunning,Single Family,178663,26486,8121.05,1071.91,1151.57,Middle2
5321,Dunning,Single Family,165301,24485,7513.68,1100.95,1112.95,Middle2
5322,Dunning,Single Family,162171,21815,8108.55,1061.52,1038.81,Middle2
5325,Dunning,Single Family,102858,11885,10285.8,1054,1188.5,Middle2
5327,Dunning,Single Family,85014,17048,6072.43,1019.36,1217.71,Middle2
5328,Dunning,Single Family,54348,10253,7764,1315.89,1281.63,Middle2
5334,Dunning,Single Family,179052,23488,8952.6,1268.24,1118.48,Middle2
5336,Dunning,Single Family,59426,11328,6602.89,953.56,1258.67,Middle2
5343,Dunning,Single Family,27579,6608,5515.8,993.5,1101.33,Middle3
5345,Dunning,Single Family,101257,13455,10125.7,1117.64,1223.18,Middle2
5351,Dunning,Single Family,105297,16191,7019.8,1117.8,1079.4,Middle2
5355,Dunning,Single Family,84137,13681,7648.82,1046,1243.73,Middle2
5358,Dunning,Single Family,107288,17828,8252.92,1158,1188.53,Middle2
5360,Dunning,Single Family,64953,8143,7217,1035,1017.88,Middle2
5366,Dunning,Single Family,145066,18034,9671.07,1046.56,1127.13,Middle2
5367,Dunning,Single Family,177715,20800,8885.75,1061.21,1094.74,Middle2
5373,Dunning,Single Family,163756,22248,8618.74,1283.68,1170.95,Middle2
5376,Dunning,Single Family,140055,18079,9337,1186.06,1129.94,Middle2
5378,Dunning,Single Family,141714,18677,8857.13,1095.47,1098.65,Middle2
5381,Dunning,Single Family,67875,11700,6170.45,933.1,1170,Middle2
5386,Dunning,Single Family,60010,7193,8572.86,1108.5,1198.83,Middle2
5387,Dunning,Single Family,64730,11484,5884.55,941.36,1044,Middle2
5389,Dunning,Single Family,152772,46268,6944.18,1083.84,1217.58,Middle2
5391,Dunning,Single Family,141976,24207,7472.42,1253.79,1274.05,Middle2
5395,Dunning,Single Family,90139,13021,10015.44,1120.22,1446.78,Middle2
5396,Dunning,Single Family,115510,31940,8885.38,1180.62,1228.46,Middle2
5398,Dunning,Single Family,51435,9242,6429.38,1054.5,1155.25,Middle2
5408,Dunning,Single Family,114587,15036,9548.92,1239.54,1156.62,Middle2
5410,Dunning,Single Family,119241,13558,10840.09,1166.08,1042.92,Middle2
5411,Dunning,Single Family,135402,16004,10415.54,1072.69,1231.08,Middle2
5415,Dunning,Single Family,184667,20376,10259.28,1216.58,1072.42,Middle2
5416,Dunning,Single Family,121631,20002,7601.94,1138.18,1176.59,Middle2
5419,Dunning,Single Family,141959,21816,7886.61,1079.53,1148.21,Middle2
5425,Dunning,Single Family,149705,17027,8316.94,1024.19,1064.19,Middle2
5429,Dunning,Single Family,190539,23407,11208.18,1224,1300.39,Middle2
5430,Dunning,Single Family,152270,22838,7613.5,1048.6,1141.9,Middle2
5431,Dunning,Single Family,132243,23478,6960.16,1115.35,1173.9,Middle2
5434,Dunning,Single Family,140914,21077,7828.56,1084.17,1170.94,Middle2
5436,Dunning,Single Family,122934,32696,9456.46,1084.3,1210.96,Middle2
5438,Dunning,Single Family,95133,12362,8648.45,1030.18,1123.82,Middle2
5439,Dunning,Single Family,108997,15719,9083.08,1313.83,1309.92,Middle2
5443,Dunning,Single Family,115462,16499,8881.69,1007.43,1178.5,Middle2
5445,Dunning,Single Family,88945,14894,7412.08,1130,1241.17,Middle2
5446,Dunning,Single Family,128381,17393,9170.07,1198.93,1242.36,Middle2
5449,Dunning,Single Family,40021,5812,8004.2,1145.2,1162.4,Middle1
5450,Dunning,Single Family,71436,8197,8929.5,1193.38,1024.63,Middle2
5451,Dunning,Single Family,33686,7054,5614.33,889.83,1175.67,Middle2
5455,Dunning,Single Family,173701,24341,8685.05,1076.25,1217.05,Middle2
5460,Dunning,Single Family,127184,18406,8478.93,1135.93,1227.07,Middle2
5465,Dunning,Single Family,79917,13876,7265.18,1160.36,1261.45,Middle2
5475,Dunning,Single Family,41426,8537,6904.33,952.57,1219.57,Middle2
5480,Dunning,Single Family,77202,14952,5514.43,920.86,1068,Middle2
5485,Dunning,Single Family,116883,15555,8348.79,1165.71,1111.07,Middle2
5486,Dunning,Single Family,115831,12655,10530.09,1122.2,1265.5,Middle2
5505,Dunning,Single Family,42860,8825,6122.86,1453.43,1260.71,Middle2
5507,Dunning,Single Family,58908,9932,7363.5,1069.75,1241.5,Middle2
5511,Dunning,Single Family,168422,21457,9356.78,1222.94,1192.06,Middle2
5513,Dunning,Single Family,148468,20065,9279.25,1153.76,1180.29,Middle2
5514,Dunning,Single Family,124349,19206,7771.81,1156.25,1200.38,Middle2
5518,Dunning,Single Family,150456,21671,8358.67,1103.11,1203.94,Middle2
5519,Dunning,Single Family,167434,22129,8371.7,1226.37,1164.68,Middle2
5521,Dunning,Single Family,135468,20028,8466.75,1114.44,1251.75,Middle2
5524,Dunning,Single Family,136078,22652,8004.59,1069.22,1258.44,Middle2
5534,Dunning,Single Family,105907,14554,8825.58,1288.08,1119.54,Middle2
5538,Dunning,Single Family,166695,23224,9805.59,1106.05,1222.32,Middle2
5540,Dunning,Single Family,151355,23172,8408.61,1090,1287.33,Middle2
5541,Dunning,Single Family,165220,24441,9178.89,1041.3,1222.05,Middle2
5542,Dunning,Single Family,106558,13536,8196.77,1014.62,1041.23,Middle2
5544,Dunning,Single Family,168505,21704,8425.25,1168.3,1085.2,Middle2
5545,Dunning,Single Family,162029,22153,9001.61,1064.26,1165.95,Middle2
5548,Dunning,Single Family,135927,21046,8495.44,1154.24,1238,Middle2
5549,Dunning,Single Family,129268,16850,8079.25,1187.2,1123.33,Middle2
5551,Dunning,Single Family,125205,16035,9631.15,1121.92,1233.46,Middle1
5555,Dunning,Single Family,57652,12414,5241.09,1047.09,1128.55,Middle2
5561,Dunning,Single Family,99152,16944,7627.08,922.57,1210.29,Middle2
5565,Dunning,Single Family,108190,15557,9835.45,1230.33,1296.42,Middle2
5569,Dunning,Single Family,102205,14768,6813.67,1084.64,1054.86,Middle3
5580,Dunning,Single Family,142539,15783,10964.54,1163.62,1214.08,Middle2
5584,Dunning,Single Family,114573,15897,8183.79,1024.47,1059.8,Middle2
5603,Dunning,Single Family,128079,19503,9148.5,1112.56,1218.94,Middle2
5611,Dunning,Single Family,135445,18188,10418.85,1354.36,1299.14,Middle2
5614,Dunning,Single Family,117306,13535,11730.6,1224.17,1127.92,Middle3
5615,Dunning,Single Family,107566,12652,10756.6,1381.82,1150.18,Middle3
5619,Dunning,Single Family,84684,15288,7698.55,1007.57,1092,Middle3
5620,Dunning,Single Family,126932,17782,8462.13,1185.57,1270.14,Middle2
5621,Dunning,Single Family,101983,17347,8498.58,1054.85,1334.38,Middle1
5622,Dunning,Single Family,100994,14698,8416.17,990,1224.83,Middle3
5624,Dunning,Single Family,155531,18952,10368.73,1366.25,1184.5,Middle3
5628,Dunning,Single Family,132124,17544,8808.27,1247.27,1169.6,Middle3
5629,Dunning,Commercial,16343,2306,8171.5,1506.5,1153,Newer
5630,Dunning,Single Family,98204,14831,8927.64,1224.67,1235.92,Middle2
5631,Dunning,Single Family,131562,19944,7738.94,1251.47,1173.18,Middle3
5634,Dunning,Single Family,122464,16004,10205.33,1260.08,1231.08,Middle3
5636,Dunning,Commercial,19841,2508,9920.5,1285.5,1254,Middle3
5652,Dunning,Single Family,118742,15180,9895.17,1537,1380,Middle2
5655,Dunning,Single Family,154058,22093,8108.32,1051.63,1162.79,Middle2
5657,Dunning,Single Family,153476,22052,9028,1093.9,1102.6,Middle2
5665,Dunning,Single Family,137876,21989,7659.78,1183.21,1157.32,Middle2
5669,Dunning,Single Family,61030,11382,7628.75,1368.89,1264.67,Middle3
5671,Dunning,Single Family,148207,19059,8718.06,1244.65,1191.19,Middle2
5677,Dunning,Single Family,117843,15259,8417.36,1212.64,1089.93,Middle2
5697,Dunning,Single Family,172229,23053,9064.68,1277.1,1152.65,Middle2
5700,Dunning,Single Family,98981,17175,7613.92,1335.71,1226.79,Middle2
5702,Dunning,Single Family,122007,22259,6421.42,1347.22,1236.61,Middle2
5703,Dunning,Single Family,126756,20816,6671.37,1176.16,1095.58,Middle2
5704,Dunning,Single Family,169460,19606,9968.24,1224.47,1153.29,Middle2
5708,Dunning,Single Family,124317,16221,8287.8,1228.73,1081.4,Middle2
5709,Dunning,Single Family,91521,15146,7626.75,1225.86,1081.86,Middle2
5723,Dunning,Single Family,147332,20856,9208.25,1324.29,1226.82,Middle3
5730,Dunning,Single Family,147891,22382,8216.17,1387.11,1243.44,Middle3
5736,Dunning,Single Family,116249,16448,10568.09,1350.08,1370.67,Middle2
5741,Dunning,Single Family,191955,23953,11291.47,1620.94,1330.72,Middle3
5746,Dunning,Single Family,142580,21156,8387.06,1353.59,1244.47,Middle2
5754,Dunning,Single Family,151285,19191,10085.67,1350.5,1199.44,Middle3
5756,Dunning,Single Family,63963,15323,5814.82,1136.83,1276.92,Middle3
5759,Dunning,Single Family,130091,16355,9292.21,1232.87,1090.33,Middle2
5760,Dunning,Single Family,45031,6239,9006.2,1344.6,1247.8,Middle2
5764,Dunning,Multi < 7,25450,2442,12725,1488,1221,Middle3
5765,Dunning,Single Family,119112,15667,9926,1472.54,1205.15,Middle2
5768,Dunning,Single Family,91331,14317,7025.46,1360.83,1193.08,Middle3
5772,Dunning,Single Family,22780,3168,7593.33,876,1056,Middle3
5783,East Side,Single Family,35377,6381,5896.17,1616.6,1276.2,Middle2
5784,East Side,Single Family,21696,3485,5424,1445.33,1161.67,Ancient
5792,East Side,Single Family,94665,13124,7888.75,1340.15,1009.54,Ancient
5793,East Side,Single Family,59165,9036,7395.63,1398.38,1129.5,Ancient
5794,East Side,Single Family,52640,9226,7520,1312.22,1025.11,Ancient
5800,East Side,Single Family,15591,2329,7795.5,1663.5,1164.5,Middle3
5801,East Side,Single Family,40697,7967,5087.13,1494.14,1138.14,Middle3
5803,East Side,Single Family,48528,8542,8088,1321.29,1220.29,Ancient
5807,East Side,Single Family,19242,3698,9621,905.33,1232.67,Middle2
5811,East Side,Single Family,52643,5250,13160.75,1530.6,1050,Middle3
5812,East Side,Single Family,69622,11282,6329.27,1326.2,1128.2,Ancient
5813,East Side,Single Family,101520,16053,7809.23,1295.92,1234.85,Middle3
5816,East Side,Single Family,92501,12524,8409.18,1469.36,1138.55,Middle3
5820,East Side,Single Family,84132,12193,7648.36,1156.55,1108.45,Ancient
5838,East Side,Single Family,55938,6230,11187.6,1420.8,1246,Ancient
5842,East Side,Single Family,153346,9770,19168.25,1450.38,1221.25,Ancient
5845,East Side,Single Family,116446,18538,8317.57,1277.5,1158.63,Middle3
5853,East Side,Single Family,153278,18830,8515.44,1140.11,1046.11,Middle2
5862,East Side,Single Family,107972,15142,8997.67,1360.92,1261.83,Ancient
5868,East Side,Single Family,23433,13142,7811,1191.42,1095.17,Middle3
5871,East Side,Single Family,58069,10636,6452.11,1354.44,1181.78,Ancient
5873,East Side,Single Family,27350,14450,6837.5,1233.42,1204.17,Middle2
5876,East Side,Single Family,86258,9586,8625.8,1143.2,958.6,Ancient
5891,East Side,Single Family,85883,10394,8588.3,995.8,1039.4,Middle3
5894,East Side,Single Family,49669,11701,7095.57,1334.82,1063.73,Middle3
5896,East Side,Single Family,154445,16267,11031.79,1279.85,1251.31,Middle2
5902,East Side,Single Family,46565,7378,6652.14,1154.57,1054,Middle3
5904,East Side,Single Family,43725,8338,4858.33,1201.14,1191.14,Ancient
5909,East Side,Multi < 7,24041,3964,8013.67,968.67,1321.33,Ancient
5916,East Side,Single Family,141730,21966,7459.47,1087.95,1098.3,Middle1
5918,East Side,Single Family,110071,18687,6879.44,1089.88,1099.24,Middle1
5931,East Side,Single Family,152383,18527,10158.87,1307.19,1157.94,Middle3
5932,East Side,Single Family,168578,21361,8872.53,1540.5,1186.72,Middle3
5936,East Side,Single Family,50387,19795,8397.83,1306,1237.19,Middle2
5937,East Side,Single Family,160294,23238,8436.53,1264.79,1223.05,Middle2
5951,East Side,Single Family,80321,16345,5737.21,1112.07,1167.5,Middle2
5952,East Side,Single Family,120798,18738,7549.88,1083.71,1102.24,Middle1
5953,East Side,Single Family,55715,7952,7959.29,1023.29,1136,Middle2
5954,East Side,Single Family,63369,17935,9052.71,1297.64,1281.07,Middle2
5957,East Side,Single Family,72350,13827,6577.27,1335.45,1257,Ancient
5959,East Side,Single Family,111935,20747,7462.33,1531.33,1383.13,Middle3
5960,East Side,Single Family,93502,18425,6233.47,1260.25,1151.56,Middle3
5963,East Side,Single Family,47865,6250,9573,1647.6,1250,Middle3
5968,East Side,Multi < 7,17661,3972,5887,1551.67,1324,Ancient
5981,East Side,Single Family,151164,20421,9447.75,1465.38,1276.31,Ancient
5984,East Side,Single Family,72002,10181,7200.2,1602.75,1272.63,Ancient
5985,East Side,Single Family,114853,8192,14356.63,1680.13,1024,Ancient
5990,East Side,Single Family,70632,12041,6421.09,1343.2,1204.1,Middle3
5997,East Side,Single Family,92030,18491,6573.57,1273.88,1155.69,Middle2
5998,East Side,Single Family,120923,18317,8061.53,1090.75,1144.81,Middle2
6004,East Side,Single Family,98673,15684,6578.2,896.71,1120.29,Middle1
6007,East Side,Single Family,45958,6608,7659.67,1040.67,1101.33,Middle2
6012,East Side,Single Family,125923,16255,8394.87,1121.38,1015.94,Middle2
6015,East Side,Single Family,155974,19926,9174.94,1289.88,1172.12,Middle2
6020,East Side,Single Family,127802,15613,7987.63,1109.69,975.81,Middle2
